review,final_label,notes
"Made one year before ILSA, SHE-WOLF OF THE SS, BLACKSNAKE could have easily been called SUSAN, SHE-WOLF OF THE PLANTATION and it probably inspired the producers behind the Nazi sexploitation epics to go ahead with their more infamous films because the stories are identical: a gorgeous, horny, head strong (but stupid) blonde woman degrades and kills many people under her control, whom all hate her and want her dead. Sounds familiar? Director Russ Meyer and David Friedman, the producer behind the ILSA flicks, are good friends and they started their careers together. So, obviously, there's a connection there. Looking at BLACKSNAKE, I can't help but think that Russ Meyer wanted to move on and do something else than his typical busty women epics because XXX movies were all the rage during the mid 1970s, and Russ Meyer films, though filled with nudity and kinkiness and violence, were never even close to real porn. His films started to look positively quaint next to DEEP THROAT and other hard-core porno blockbusters. Meyer knew he couldn't compete with such films and BLACKSNAKE is sorta the end result of such a quandary in his career. He obviously wanted to branch out into different uncharted territory. But BLACKSNAKE bombed at the B.O. and Meyer quickly returned to making VIXEN type of films that, even if they still weren't pornographic, they were most definitely more over-the-top than any of his previous films.<br /><br />It's no wonder BLACKSNAKE was a B.O. failure. It's just terrible. Trash-o-rama. Jaw-droppingly bad. It's a quasi-campy take on slavery, if you can imagine that. The end result is jarring. One minute, we're in typical Meyer territory: exuberant, playful and silly, and then the next minute, super serious meditation on slavery and violence. Huh? It just doesn't work. The slavery/racism aspect is woefully mishandled and veers this movie in the true exploitation category. But BLACKSNAKE is not as sleazy as ILSA SHE WOLF OF THE SS and those kind of films, so I imagine fans of the latter were disappointed by it, which would explain the almost lack of interest in this movie from either exploitation fans or Russ Meyer fans. Meyer blames the failure of BLACKSNAKE because, and I quote, ""It didn't have enough breasts in it."" Well, I'm sorry Russ, but the film is just bad, breast or no breasts. But he's right though about the low breast quota. Except for Anouska and the maid, the film's cast is male. Meyer replaces his usual bevy of buxom babes with throng of hunks with massive pecs, in the form of anonymous black actors playing the slaves and the big David (Darth Vader) Prowse. And with Anouska's right hand man around, who is portrayed as a ruthless but clever gay man who enjoys the power he has over the men, one can only wonder what Meyer was really trying to create here.<br /><br />BLACKSNAKE stars David Warbeck, who is lusted after by Anouska and her right hand man. Poor David. He looks totally befuddled by the whole experience. He did seem to have fun making the movie but you can clearly see that, at times, he has no idea what's going on. And then there's Anouska Hempel. She's a beautiful woman...for the 1970s, not the 1870s. With her makeup and hair, she looks like a typical 1970s Brit pin-up babe than a turn of the century dominatrix. And her wardrobe is hilarious. At one time, she actually unzips her leather boots! I didn't know they had zippers in those days. But the character she plays is, in itself, really degrading (no pun intended). She's nothing but a cipher to the object of lust and scorn of every men (and that woman) on the island. For example, one night, when David and Anouska are getting it on, her annoying slave driver walks in the room, knocks David unconscious and tries to rape her, groping her savagely. The next day, the slave driver is still working for Anouska and the two act as if nothing had happened. It's totally ludicrous. Under any circumstance, had her character been a real person, Anouska would have whipped the slave driver senseless and kicked his butt off the island. Or even killed him. But the fact that the woman keeps him on her plantation after he tried to rape her is stretching the flimsy story and characters' credulity to the max.<br /><br />Ridiculous details like this, and the thoroughly startling blaxploitation angle makes BLACKSNAKE a strangely unpleasant but watchable movie. Watchable in the train wreck variety. I just couldn't help but watch the film for the utter baseless aspects of it all (the excellent cinematography sorta makes it easier to watch). So, this being an exploitation film, I guess it succeeded in doing what it was supposed to do. But BLACKSNAKE is mainly for Russ Meyer completists.",0,
"During university, our Philosophy professor, Mr.R, played us ""Roger & Me"" in its entirety. This was at a time when the obese misfit was still pretty much unknown; a charlatan-in-the-making, a soon-to-be-household-name who was still busy honing his fact-bending skills and still learning how to manipulate the easily impressed, the pathologically paranoid, the mentally ill, the sexually frustrated, the illiterate, the semi-literate, the clueless, and the laughably gullible among ye.<br /><br />As we finished viewing it, I thought: ""Yeah, it was somewhat entertaining - in a totally daft Bugs Bunny kind of way - but what an ultra-biased, anti-Capitalist propaganda turkey that has no objectivity whatsoever this is; its sole purpose being to take cheap shots at people and ideas which the film's creator has pet-peeves for. This isn't a documentary by any stretch of the imagination."" However, our beloved Marxist professor was absolutely thrilled with R&M, and we ended up not only NOT criticizing any aspects of it, but Mr.R actually spent the remainder of class praising its ""qualities"". Just so we understand each other, the words ""propaganda"", ""viewer manipulation"", ""left-wing Extremist"", or ""selective fact presentation"" never exited his perpetually smiling mouth... And just to remind you: this was supposed to be a philosophy class, not INDOCTRINATE YOUR STUDENTS WITH YOUR OWN POLITICAL B.S. course.<br /><br />Anyway, now I get to the really interesting aspect: this professor, Mr.R, is now a highly successful screenwriter in Hollywood. He has written several left-wing scripts with A-grade stars in them.<br /><br />The moral of the story: those are the kind of people for whom all doors are open in Hollywood.<br /><br />Michael Moore is a talentless filmmaker (which he proved beyond a smidgen of a doubt with ""Canadian Bacon""), but being a Marxist liberal opens doors to just about anyone. Tinseltown is teeming with rabid pro-Chavez extremists, hence why political brainwashing through simplistic portrayals of reality has been part-and-parcel of the Hollywood experience for many decades now.<br /><br />Embrace this demagogue and you've betrayed your own brain forever.",0,
"Hilarious show with so many great stories, that it reflects the world today as we know it, in such a funny way it literally stole my laughters for other shows. I laughed so hard that I just found any other comedy shows unfunny. The unique confessions of each characters is a great original technique that just makes the show funny and very humorous. You may think that this is an average comedy show about hard life with a family. That's what I thought at first but I found out that it holds new and unique techniques that completely sets it apart from any other average comedy show. Michael Rapaport is a star. I sure wish that this show wasn't canceled.",1,
"I was a little to old for this show I was 6 when it first came out. First off when I was a young child there were a few children's shows that were on sesame street which I did watch and learned from, but other than that there wasn't much else. My Cousins were all born a few years after me 7 years was the first one more came latter. Barney was a very big part of what they watched. When I first saw this show I told my grandmother how it doesn't teach anything just uses magic to fix everything. I was 9 at the time, how many 9 years old have any idea what is really going on with a TV show. More and more that I saw or heard what the teachings of Barney were the more and more I told people how bad the show was. The funny thing is my parents who had a young child in the mid to late 80's which was me by the way. They agreed and said the same thing as I did. The sad thing about this is my cousins who are older now 13 and such still agree with what they saw. Its not cheating its creative, its not right to think differently than what someone tells you to. Its o.k to steal if the person wont find out or mind that it is gone. Lets be honest with ourselves, Barney is out to make money not teach children anything. The more flashy the program the more inclined children will be to watching it. Children are stupid not because they are not educated they just do not know any better, second Barney put on a show and parents bought it. I never believed that TV could affect people the way Barney does. If you have a young child read to them watch a show that teaches them numbers, do not let them get involved in this show. Barney is like smoking once is to much, smoke a few and your hooked let your kid watch this show they are hooked and one day their kids will watch the same crap and buy the same crap you bought",1,
"Police story brought Hong Kong movies to modern day cinema.<br /><br />Jackie plays a policeman who tries to catch some drug dealers and at the same time take care of a young woman from the bad guys, and still take care of his relationship with his girlfriend Selina (Brigitte Lin).<br /><br />The movie features plenty of stunts, not only from Jackie, but also from other actors (who are now in Jackies stunt club).<br /><br />Three of Jackie's stunt members went to hospital during filming on the film.<br /><br />The movie also have some incredible fights scenes like ''the car park fight'' and ''the shoppingmal fight ranks as one of Jackie's finest.<br /><br />The movie also won award for best movie and best action design by Jackie Chan at Hong Kong film awards.<br /><br />Everyone who loves Jackie Chan and/or martial art movies shud see this",0,
"Rigoletto is Verdi's masterpiece, full of drama, emotion and powerful, memorable music. The maestro must have rolled in his grave when this bawdy travesty of his work was released with its needless frontal nudity and cheap copulating and its portrayal of the naive but principalled Gilda as a horny ditz. Opera certainly can be adapted to cinema --- look at Zeferelli's magnificent La Traviata --- but when a work is as superb as Rigoletto, it doesn't need cheap gimmicks. It might even have been acceptable if the dubbed in music had been good but it is a mediocre rendering of the libretto with second rate sound quality at that.",0,
"I first saw Ice Age in the Subiaco Cinemas when it came out, back in '02. I was only 13 at the time, but even then I liked it. It had some sort of warmth.<br /><br />We've had it on video for a number of years now and no matter how many times you watch it, it never gets boring. This is because of the one element which makes it different from all of the other 3D animations made at the time - The characters have no particular 'home' which they leave. They are nomads, and that's really refreshing and uplifting to watch.<br /><br />Also, each individual character on the surface, appear to be just putting up with each other, but they're really all good friends. As well, all of the characters have their own charms (even the bad guys). Sid the sloth is charming in his annoying, over-affectionate and naive sort of way. Manny is adorable in his depressed, reclusive character, and so on and so forth.<br /><br />Another great point about the movie is the beauty of the animation. All the environments and characters were modeled originally by clay, giving the film an artistic edge.<br /><br />Another aspect that adds to the feel of the movie, is that gender means very little. There are hardly any female characters, but you don't really realize that until after you watch it a few times and even then it has little effect on the way you view the film. Due to this, there's also no mention of a nuclear family which would really be pathetic in a setting like the ice age.<br /><br />All in all, Ice Age is a great movie and is proof on how much effort was put into 3d animations before Shrek 2 and The Incredibles came out.",1,
"I've been strangely attracted to this film since I saw it on Showtime sometime in the early 80's. I say strangely because it is rather a ludicrous bit of soft-core fluff, a genre I'm not particularly interested in. The dialogue is pompously and nonsensically philosophical (making sense, no doubt, only to it's Franco-Italian producers)and the plot completely extraneous. What it does achieve is a wonderfully hypnotic and thoroughly pleasant mood. The scenery (the beautiful Philippines), soft-focus nudity and wonderful score all contribute to a strange and extremely watchable exercise in a sort of film making seldom seen today. It is truly one of my great ""guilty pleasures"". I was fortunate enough to find it on an old laserdisc and have watched it more times than I think is healthy. A worthwhile moodpiece.",0,
"John Boorman's 1998 The General was hailed as a major comeback, though it's hard to see why on the evidence of the film itself. One of three films made that year about famed Northern Irish criminal Martin Cahill (alongside Ordinary Decent Criminal and Vicious Circles), it has an abundance of incident and style (the film was shot in colour but released in b&w Scope in some territories) but makes absolutely no impact and just goes on forever. With a main character who threatens witnesses, car bombs doctors, causes a hundred people to lose their jobs, tries to buy off the sexually abused daughter of one of his gang to keep out of jail and nails one of his own to a snooker table yet still remains a popular local legend an attractive enough personality for his wife to not only approve but actually suggest a ménage a trios with her sister, it needs a charismatic central performance to sell the character and the film. It doesn't get it. Instead, it's lumbered with what may well be Brendan Gleeson's worst and most disinterested performance: he delivers his lines and stands in the right place but there's nothing to suggest either a local hero or the inner workings of a complex character. On the plus side, this helps not to overglamorize a character who is nothing more than an egotistical thug, but it's at odds with a script that seems to be expecting us to love him and his antics.<br /><br />There's a minor section that picks up interest when the IRA whips up a local hate campaign against the 'General' and his men, painting them as 'anti-social' drug dealers purely because Cahill won't share his loot from a robbery with them, but its temporary resolution is so vaguely shot - something to do with Cahill donning a balaclava and joining the protesters which we're expected to find lovably cheeky - that it's just thrown away. Things are more successful in the last third as the pressure mounts and his army falls apart, but by then it's too late to really care. Adrian Dunbar, Maria Doyle Kennedy and the gorgeous Angeline Ball do good work in adoring supporting roles, but Jon Voight's hammy Garda beat cop seems to be there more for American sales than moral balance, overcompensating for Gleeson's comatose non-involvement in what feels like a total misfire. Come back Zardoz, all is forgiven.",0,
"A scientist and his girl friend are out driving when his speeding causes a car crash. He escapes unharmed but she is decapitated. He saves her head, brings it to his house and keeps it alive (!!!!). He then proceeds to search out models and strippers for the perfect body for the head. His crippled assistant watches over the head which starts talking and has a telepathic (or telepathetic) link to a deformed monster kept in the closet....<br /><br />As you can see, this is pretty stupid stuff, but I had a certain fondness for it. When I grew up in the late 1970s, a local TV station showed this movie about 20 times each year (no exaggeration). They showed it always on Saturday afternoon TV--uncut. Seeing this on TV back then was great! Explicit blood and gore along with a gruesome monster and sleazy sexploitation--who cares if it was good? Seeing it now I realize how lousy this really is.<br /><br />The acting is perfectly wretched, the production values are nonexistent, the script is pretty dumb and (aside from the still pretty disgusting gore) this is dull stuff. There's also a mild cat fight between two women and the admittedly great monster at the end. Also add in an ending which leaves tons of loose ends. On one hand this is an interesting example of a 1960s exploitation film. On the other its utter trash. Either way, it's not a good movie but is a must-see (for one time only) for horror and gore fans.<br /><br />Also the head's laugh is pretty creepy. Note the end credits which gets the TITLE wrong (calling it ""The HEAD That Wouldn't Die"")!",0,
"i totally disagree with the person who first commented about this movie. to me, this storyline is about a man with growth hormonal disorder trying his best to look for the love he is yearning for. Trying his very best to fit into the society who doesn't seemed to accept him.<br /><br />He then met someone who treats him with best friend's love and was shown the way to receiving the love he always wanted to have. the man who created all that happiness in returned received something important from the giant, which is family and spouse love.<br /><br />and the comedy, it's just part of making the audience feel some laughter bugs at certain part of the shows.<br /><br />and i must admit, it made me tear a little.",1,
"""Rich in Love"" is a slice-of-life film which takes the viewer into the goings on of a somewhat quirky Charleston, SC family. Highly romanticized, beautifully shot, well written and acted, ""RIL"" washes over you like a summer breeze as its plotless meandering breathes life into the characters such that at film's end you'll feel like an old friend of the family.<br /><br />A wonderfully crafted character-driven film from the director of ""Driving Miss Daisy"", ""RIL"" is a somewhat obscure little ""sleeper"" which will appeal most to mature audiences.",1,
"Criminals Perry Smith and Richard ""Dick"" Hickock believe Mr. Clutter of Holcomb, Kansas keeps a large supply of cash on-hand in a safe.On November 15, 1959 at two a.m. they end up murdering Mr. and Mrs. Clutter and their teenage son and daughter.After a little police investigation the two men are found and sentenced to be hanged.In Cold Blood (1967) is directed by Richard Brooks.Now, I haven't read the Truman Capote novel this movie is based on, so I can't make any comparisons.The movie does a brilliant job telling of those horrific events that actually took place.Robert Blake is excellent as Perry.Of course, Blake had the murder case of his own a few years back, being accused of murdering his wife.He's free now, but we still don't know the truth.What ever that may be, he's still a very fine actor.Scott Wilson does remarkable job as Hickock.John Forsythe is terrific as Alvin Dewey.Paul Stewart is very good as Jensen.Jeff Corey is marvelous as Mr. Hickock.Same thing with Charles McGraw who plays Tex Smith.John McLiam portrays Herbert Clutter, Ruth Storey is his wife Bonnie, Brenda Currin is the daughter Nancy and Paul Hough is the son Kenyon.Great job by each of them.There is much to remember from this film.Let's start from the lighter side.It's pretty great when Perry wants to go hunting for gold in Mexico and says to Hickock: Remember Bogart in Treasure of the Sierra Madre?"" And Blake himself was in that movie as a boy! And it's a fun moment when they, giving a ride to that boy and his granddad, collect bottles and turn them in for refund money.Those darker moments are the most haunting ones.The flashback sequence, where you see the murders happening, is extremely terrifying.When Perry goes to kill the girl, Nancy last, and she says ""Oh, please, don't""...The brutality of man, it's impossible to explain.Then the hanging scene.First there goes Hickock and then Perry, first talking to the minister.In the last image of the movie we see Perry hitting the end of the rope.Sure movies,and books may try to sympathize these villains.Especially Perry's character is someone you could feel sorry for.He thinks of his mom, and dad who he hates, but still loves.But it doesn't change the fact both of these men these actors portray are brutal murderers, who don't feel sorry for anybody.They go to this house and murder an entire family, in cold blood.How could you sympathize these people?",1,
"The thing I remember most about this film is that it used to air on local KTLA TV (Ch. 5) during every Christmas season during the mid to late 70s, mainly due to the fact that the true story took place on or near Christmas Eve. It was always a bit disturbing to see the hell that this girl goes through, being the lone survivor of a plane crash in the Peruvian jungle. The graphic scene of this young girl pulling leeches out of her infected leg made quite an impression on this young viewer. Not quite the kind of Christmas cheer I was used to seeing at the time. Definitely not a Rankin-Bass production.",0,
"I remember when this film was up for the Academy Awards and did not win in any category. For the life of me, I cannot remember what it was up against, but one thing I can say: It was one of the best movies I have ever seen. And the fact that Steven Spielberg directed the film did not persuade me one bit.<br /><br />Essentially, it is about a black woman's trials and tribulations as she is growing up from a girl to a woman. There are a lot of insinuations that are disturbing and horrifying, but all of them are needed to see how much this woman has put up with. Along the way, we see other women who have had to put up with their hardships and walk with them to redemption. Whoopi Goldberg gives her best performance ever in this movie. Danny Glover should have also gotten at least nominated for his role in this film. <br /><br />And the best part of this movie is that it treats its subjects humanely, not like some sideshow freak shows like the more recent ""Beloved"" did. I encourage anyone of any race to see this film. 9/10",0,
"I have nothing but praise for this movie and cast, especially Ann Margaret. But more importantly I have praise for my in-laws who were (are) the adoptive parents of Warren and Frank in real life. I met most of the ""children"" at Warren's wedding in 1989. This is an amazing story and is even more incredible to me knowing the family and what everyone went through. It is also enjoyable for me to see how my in-laws were portrayed in the movie. It was pretty accurate. My wife even enjoys seeing some little details such as a toaster that she remembered from her childhood. Yes, it is a hard movie to watch, but so amazing and heartfelt.<br /><br />The beauty of this story for me is how many of the children passed through my in-laws lives and, as a result of marrying their daughter,and having Warren as a brother-in-law, how many I have met in mine. For the past 20 years this story has been a part of my life because of what my mother-in-law has shared with me. That and knowing Warren. For what it is worth, Warren lives in California with his family. He married his high school sweetheart, who he reconnected with at his 20 year high school reunion.<br /><br />There was a show in the 1980's called ""That's Incredible."" They had a reunion of the family who also got to meet the cast of the show.<br /><br />For anyone's interest, the DVD is available in Great Britain and Australia. It is a tough video to come by here in the United States and I have not been able to find a DVD here, yet.",1,
"This is the last of four swashbucklers from France I've scheduled for viewing during this Christmas season: the others (in order of viewing) were the uninspired THE BLACK TULIP (1964; from the same director as this one but not nearly as good), the surprisingly effective LADY Oscar (1979; which had originated as a Japanese manga!) and the splendid CARTOUCHE (1962). Actually, I had watched this one not too long ago on late-night Italian TV and recall not being especially bowled over by it, so that I was genuinely surprised by how much I enjoyed it this time around (also bearing in mind the baffling lack of enthusiasm shown towards the film here and elsewhere when it was first announced as an upcoming DVD release from Criterion).<br /><br />Incidentally, FANFAN LA TULIPE has quite a bit in common with the afore-mentioned CARTOUCHE: not just cast and crew members (producers Georges Dancigers and Alexandre Mnouchkine, cinematographer Christian Matras, actor Noel Roquevert) but plot-wise as well  in fact, the hero is a womanizing soldier (Jean-Paul Belmondo's Cartouche had also had a brief military spell) who's loved by a fiery girl (in this case, gypsy Gina Lollobrigida) while he's himself obsessed by an impossible love (here, it's none other than the king's daughter)! As in the later film, too, Fanfan (an ideally cast Gerard Philipe who, ironically, is so full of life here that one finds it hard to believe that he would be stricken down by cancer within 7 years' time) is flanked by two fun-loving yet cowardly men (one of them is actually his superior officer and the heroine's own father) and opposed by an unscrupulous figure within his own ranks (the ageing Roquevert, with whom the hero eventually engages in a rooftop duel since he too has amorous designs on the gypsy girl)!; for the record, Lollobrigida will rejoin Philippe in her next film, Rene Clair's delightful romantic fantasy LES BELLES DE NUIT (1952).<br /><br />FANFAN proved to be a big box-office hit on its home-ground and even copped a surprising (but well-deserved) Best Direction award at Cannes over more renowned films like AN American IN Paris (1951), DETECTIVE STORY (1951), OTHELLO, UMBERTO D. and VIVA ZAPATA! In fact, its popularity ensured its re-release in a computer-colored version (presumably for the benefit of viewers who wouldn't touch a black-and-white product with a ten-foot pole) and the Criterion DVD itself contains a sample from this variant; being obviously a foreign-language title, there's also the dubious choice of an English-dubbed soundtrack but, even if these proved not especially painful to sit through considering, when all is said and done, there's simply no substitute for the original! <br /><br />FANFAN LA TULIPE (a nickname given the hero by a young Genevieve Page as the celebrated Madame De Pompadour) contains about as much comedy as (the expected) action and romance; while some may find this overwhelming, I don't agree myself as I enjoyed the sharply satirical narration and, on the whole, this combination is comparable with Jerzy Skolimowski's equally droll THE ADVENTURES OF GERARD (1970). That said, the swordfights here are remarkably forceful for an essentially lighthearted enterprise (particularly a scuffle in the woods and the ambush at a convent) and the film itself rather adult at times (with numerous allusions to sexuality as well as coarse language adopted throughout) when viewed back-to-back with vintage Hollywood fare as I did now; the climax, then is quite ingenious: the enemy forces (who, amusingly, are made to speak in speeded-up gibberish!) are depleted by our heroic trio alone, much to the king's amazement who, as portrayed by Marcel Herrand  best-known for his role of leader of the Parisian underworld in Marcel Carne''s CHILDREN OF PARADISE (1945)  is himself something of a lecher.<br /><br />P.S. An Italian TV channel has been threatening to screen Christian-Jaque's promising CHAMPAGNE FOR SAVAGES (1964) for months now but, despite programming it three times already (with a tentative fourth one slated for next week), they have yet to show it; even so, I do have three more films of his in my unwatched VHS pile (equally culled from late-night Italian TV screenings): the three-hour epic LA CHARTREUSE DE PARME (1948; also starring Gerard Philippe), THE SECOND TWIN (1967) and THE LEGEND OF FRENCHIE KING (1971; with Brigitte Bardot and Claudia Cardinale).",0,
"Sunday would not be Sunday without an action movie, and when you want intense combat, you turn to Tom Berenger (Platoon).<br /><br />Here he plays a sniper in the jungle going after rebels and drug lords. Life's a bitch, so he gets a green office type (Billy Zane) to help on the mission.<br /><br />The film is in the hands of Luis Llosa, who stunk up Anaconda. he doesn't do much better here, but Berenger makes the movie worthwhile.<br /><br />Sure, it may be a little long - who wants to see a lot of walking through the jungle, but is is good, tense action when the time is right.",0,
"We see at the beginning of Little Dieter Needs to Fly Dieter Dengler, the subject of the film, an obsessive-compulsive. Or at least that's what he seems to be by way of constantly opening/closing doors and with his large stock-pile of food in the cellar. In a way director Werner Herzog sets up a central question, in a manner of speaking, to why Dieter is like this. Well, in fact, he's not necessarily obsessive-compulsive as he is just, well, prepared. And why shouldn't he be after the life he's lived? Aside from the juiciest, most dark and exhilarating and frightening and just downright haunting story of survival that's the core of the picture, the back-story to Dieter is fascinating too. Dieter's own childhood, for example, was already a slog from the start, being in post-war Germnay, poor in a family without much food or prospects, eating wallpaper for ""the blue in the walls"". But enter in a passion, an un-yielding desire (which, of course, is part of Herzog's bread & butter and love of man in his films), which is flying, and for Dieter there was nothing else but to fulfill this. What it ends up leading to, after becoming an American citizen, is more than he could've bargained for.<br /><br />Dieter is one of Herzog's most compelling, quirky, and compassionately observed figures in his whole career, a man who's memory is scarred by brutal memories of his time being a Vietnam POW, though at the least it provides for some of the most compelling storytelling in any documentary of the last 20 years. Ironically, the storytelling comes through- unlike in The Wild Blue Yonder- mostly in lots and lots of exposition from Dieter on some of the most minute details of his time in the different prison camps (the torture tactics, the bugs, the brutal, wretched violence and threats like with the wedding ring tale), and leading into the most interesting and sad portions with his best friend Duane. They escaped the prisons together, but found that their journey to reach Cambodia would not be so easy. Now, through most of this, the talking does something that is enthralling, which is that as Dieter goes through his stories and occasionally does re-enactments (in fashion Herzog could only do, with Dieter already middle-aged being led in handcuffs et all through the jungle), one can picture all of this in the mind. It all becomes even more vivid to try and get these little details and the intensity of it all together into a form of reality. That Herzog keeps these portions simple, and knows when to hold Dieter back in his answers, makes him all the more a key figure of interest. He's not ever totally 'normal', but unlike a Timothy Treadwell, you wont think ever really about laughing at him either.<br /><br />So, along with his hero (whether of war or not is hard to say, as Dieter disputes that claim as saying the ones who died were the real heroes, typical but perhaps quite true), Herzog stylizes his film with a mix of old stock footage when detailing Dieter's early life (the period footage of WW2 scenes and post German rubble is always a captivating sight, and with Herzog gets up a notch in his timing and assemblage with music), and in capturing the footage of Vietnam in aerial viewings of jungles and fields. Herzog is also very wise at not injecting politics much at all into the proceedings, there's no 'I was used by the Americans' or whatever thrown into the mix. There's even a sense that Dieter doesn't hold too much of a grudge with everything that happened to him, that it's just what happens in time of war (and, of course, he WAS dropping bombs on people from his plane). Now, through much of these harrowing- and even in the smaller bits involving what went on in prisons, bathrooms and the scraps of food it's always harrowing- luckily Herzog keeps a level of humor in check as well. One of my very favorite scenes in the film, where Herzog breaks away for a moment from Dieter, is when he shows a 'trainee' film used for American soldiers meant to show what should happen in case they get abandoned in the jungle alone...with all of the gear that they could possibly have including a knife, a flare gun, and a very fast helicopter to come around (and this is put to hilariously dead-pan voice-over work).<br /><br />Yet even the moments where one laughs only brings to mind the moments of absurdity in a time of absolute crisis, and how one can't ever really imagine what it's like to be alone in a foreign territory surrounded by people who will do anything to keep said person as a form of collateral in war-time. Dieter, aside from knowing that flying and airplanes are the only way of life he would ever want to have (and Herzog ends the film on a wonderfully somber, elegiac note where he flies over a large field of airplanes), knows what it is to have to survive at all costs. But yet, as well, as in many of Herzog's protagonist driven films, there's the near unalterable spirit that will keep on enduring if one's strong enough, even through horrid moments (the fate of Dunae) and problems all the way up to the rescue by the helicopter (is he American, or a spy, they ask on the chopper). Dieter is such a man with a spirit, and he's given via Herzog a fantastic, tragic, creative, well-shot, albeit maybe too short, tribute to his life. And, of course, it pumps me up even more for the upcoming dramatization Rescue Dawn.",1,
"This film is terrible - honestly. The acting is terrible, the script made me cringe, the effects are completely lousy (which I usually don't mind for older films, but this was made just two years ago), and everything about it just annoys me. A few friends go out on Halloween into the woods and meet a witch and her cannibal son. Of course, before that it has the cliché ""You really believe that? Ha ha ha, it's just a story"" routine dragged out for a while. The witch's cannibal son was made a retard (I don't know if it was for comedy or to make it creepy, but this film failed at both). It has minimal gore and no nudity, which made a bad film even worse. Heck, the only good thing about this film is the leg eating scene, and even that could of been better.<br /><br />Honestly, don't even waste your time watching it on cable, and certainly don't consider buying or renting this, else you'll be kicking yourself for wasting time which could of been spent doing something more constructive or entertaining.",0,
"This movie has become an iconic stand-in for what is great about America. <br /><br />Fame is famous for its music and performances. There are several standout actors, singers, and dancers, including Irene Cara, Paul McCrae, Anne Meara*, and the superb Gene Anthony Ray. <br /><br />The plot is not the movie. It follows an interesting format ... but, it all really ends in a kind of mush.<br /><br />Where Parker succeeds is in pushing this movie into periodic overdrive - with the extremely poignant, sometimes beautiful and outright campy music score & performances.<br /><br />The film's climax is a song-dance fest of musicians,dancers, & score by Christopher Gore. A wonderment to behold. <br /><br />* An interesting note about the magnificent and superbly talented Anne Meara ... sometimes talent must reside in the genes ... Ms. Meara is married to one Jerry Stiller and is the mother of Ben Stiller ...",0,
"A quick glance at the premise of this film would seem to indicate just another dumb '80's inbred/backwood slash-fest; the type where sex equals death and the actors are all annoying stereotypes you actually want to die. However, ""JBD"" delivers considerably more.<br /><br />Rather than focus on bare flesh and gore (though there is a little of each- no sex however), the flick focuses on delivering impending dread/mounting tension amidst a lovely scenic backdrop. These feelings are further heightened by a cast of realistically likable characters and antagonists that are more amoral than cardboard definitions of evil. Oh yeah- George Kennedy is here too and when is that not a good thing? <br /><br />If you liked ""Wrong Turn"", then watch this to see where much of its' methodology came from.",0,
